ID_PEDIDO,ID_EMPRESA,EMPRESA_RAZAO_SOCIAL,EMPRESA_FANTASIA,EMPRESA_CNPJ_CPF,EMPRESA_TIPO_PESSOA,RUA,NUMERO,BAIRRO,CEP,CIDADE,ESTADO,NR_PEDIDO,SITUACAO_PEDIDO,TIPO_PEDIDO,DT_CRIACAO_PEDIDO,DT_PRZ_PROGRAMADO_PEDIDO,ID_MATERIAL,PRODUTO_COD_INTERNO,PRODUTO_DESCRICAO,QTDE,UNIDADE_MEDIDA,PR_UNITARIO_ITEM,PR_DESCONTO_ITEM,PR_TOTAL_ITEM,VENDEDOR_DO_PEDIDO,NUMERO_DA_NOTA_FISCAL,TIPO_DE_PAGAMENTO,PRAZO_DE_PAGAMENTO
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,72,72,LARANJA CEU,13,KG,"4,75",0,"61,75",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,86,86,MACA GALA,191,KG,"6,39",0,"1.220,49",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,102,102,BERGAMOTA MORGOTE,12,KG,4,0,48,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,157,157,LIMAO TAITI,18,KG,"3,9",0,"70,2",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,209,209,OVO BRANCO EMB.,173,DZ,"5,84",0,"1.010,32",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,217,351,COUVE VERDE,3,KG,8,0,"24,00",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,227,227,PEPINO SALADA,65,KG,"3,5",0,"227,50",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,244,244,ABOBRINHA ITALIA,22,KG,"3,75",0,"82,50",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,247,247,MANJERICAO,1,UN,"1,8",0,"1,8",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,256,256,ALECRIM,1,UN,"1,8",0,"1,8",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,270,270,BROCOLIS,20,KG,14,0,280,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,276,276,COUVE FLOR,48,KG,12,0,"576,00",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,421,421,REPOLHO ROXO,24,KG,6,0,144,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,467,467,MILHO VERDE COM 3 UN,12,BJ,4,0,48,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,501,501,ABACATE,68,KG,5,0,340,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,560,560,BATATA DOCE ROSA PRIMEIRA,63,KG,"3,25",0,"204,75",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,569,569,COUVE VERDE,12,UN,"1,8",0,"21,60",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,2922,2922,ALHO IMPORTADO,16.2,KG,20,0,324,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3028,3028,UVA PRETA,50,KG,"8,5",0,425,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3295,3295,CENOURA GRAUDA,126,KG,"4,25",0,"535,5",JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3603,3603,ABACAXI PEROLA MEDIO,160,UN,"4,8",0,768,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3619,3619,BETERRABA GRAUDA,132,KG,3,0,396,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3635,3635,TOMATE LONGA VIDA MEDIO,129,KG,4,0,516,JEFERSON,1448,BOLETO CORA,14 DD
60,408,MF DISTRIBUIDORA DE ALIMENTOS E LOGÍSTICA,MF DISTRIBUIDORA,14904200000000,PESSOA JURIDICA,ROD RSC 287 KM 158,S/N,CENTRO,96545000,NOVO CABRAIS,RS,60,FATURADO,PEDIDO VENDA,1/1/2024,1/1/2024,3958,3958,PESSEGO NACIONAL,35,UN,7,0,245,JEFERSON,1448,BOLETO CORA,14 DD
